,tweet_id,user_username,author_id,user_name,text,created_at,in_reply_to_user_id,user_created_at,user_description,user_location,retweet_count,like_count,quote_count,user_followers_count,user_following_count,sourcetweet_type,tokenized_text,hashtags,punctuation
8342,1286405343514435584,thinkingautism,152835605,Thinking Person's Guide To Autism,"“Perhaps that’s why the word autism never frightened me; my first experience of it was of its beauty. It felt like a real honour to be permitted to see the intimacy of someone else’s undiluted, uncensored happiness.” @OutFoxgloved:

https://t.co/IKOypDEDW8 #neurodiversity #autism",2020-07-23T20:58:28.000Z,,2010-06-07T00:49:38.000Z,"Autism: What you need to know, from autistic people, professionals, & parents. 
More community: https://t.co/0duMGgR587",SF Bay Area and Brooklyn,12,31,1,53593,7087,,perhaps word autism never frightened first experience beauty felt like real honour permitted see intimacy someone else undiluted uncensored happiness,"['#neurodiversity', '#autism']","['“', '’', '', '', '’', '', '', '”', '']"
8344,1286403630770393089,douglasperry73,248565464,Douglas Perry (8-bit 4:2:0 video sucks) /G\,I can not recommend the Twitch streamer @drmicklive as a mental health support resource. I’ve brought up systemic ableism but I keep getting brushed off and no action taken. I’m concerned about my fellow autistics participating being exposed to toxicity. #Neurodiversity,2020-07-23T20:51:40.000Z,,2011-02-07T08:11:47.000Z,"David Byrne try-hard, Davinci Resolve fanboi, Aspergers Syndrome advocate","Marlborough, MA",0,0,0,48,58,,recommend twitch streamer mental health support resource brought systemic ableism keep getting brushed action taken concerned fellow autistics participating exposed toxicity,['#neurodiversity'],"['', '’', '', '’', '']"
8345,1286403419838783488,BPMorg_Scrutton,142822482,Barrie P Morgan-Scrutton🏳️‍🌈,"@HR_Hour Need to be learning more about reasonable adjustments to support staff with disabilities. Ask the members of staff what is BEST for them, rather than TELLING them! #Dyslexia #Neurodiversity",2020-07-23T20:50:50.000Z,8.354154987623834e+17,2010-05-11T21:26:12.000Z,Ambassador for Dyslexia. NW NHS Dyslexia Network Founder. Equality & Diversity Champion. UNISON LGBT+ Officer. Assoc Dip CIPD. Views are all my own.🏳️‍🌈,"England, UK",0,2,0,741,1618,,need learning reasonable adjustments support staff disabilities ask members staff best rather telling,"['#dyslexia', '#neurodiversity']","['', '', '']"
8348,1286399360733982720,gothbabys,4914369844,binky,"@rosamhain it definitely helped me mentally, but there's almost no support for adults w ""high functioning"" autism. the things that helped me most were connecting with the neurodiversity community on twitter, tumblr and youtube!",2020-07-23T20:34:42.000Z,4843407910.0,2016-02-15T16:02:29.000Z,rotten girl. foul wench. icky bitch.,glasgow (he/they/she),0,1,0,6776,830,,definitely helped mentally theres almost support adults w high functioning autism things helped connecting community twitter tumblr youtube,[],"['', '', '', '', '', '']"
8354,1286397820270936071,whatdohq,1079006087196614657,WhatDo,"I will never stop sharing how phenomenal @FluteTheatre is. It really is groundbreaking Shakespeare, and we cannot wait for the next production. #shakespeare #shakespeareforeveryone #theatre #pericles #autismawareness #autismacceptance #autism #neurodiversity #whatdo https://t.co/oUCl6V5FP2",2020-07-23T20:28:35.000Z,,2018-12-29T13:27:52.000Z,"Clothing celebrating autistic individuals and neurodiversity. Made in the UK with bamboo fabric, inside out seams, and no tags.","London, England",1,1,0,172,470,,never stop sharing phenomenal really groundbreaking shakespeare cannot wait next production,"['#shakespeare', '#shakespeareforeveryone', '#theatre', '#pericles', '#autismawareness', '#autismacceptance', '#autism', '#neurodiversity', '#whatdo']","['', '', '']"
8357,1286394248871518208,rrromances,1004836320710152194,ke☆mi,i wish the people that liked and rted that tweet about nd people being more susceptible to cancel culture because they’re more likely to overstep boundaries could read this bc u cannot excuse racist/transphobic/abusive behavior on your neurodiversity https://t.co/8v9VwGkAnK,2020-07-23T20:14:23.000Z,,2018-06-07T21:23:42.000Z,muslim hungry month hiatus,they,0,4,0,414,251,,wish people liked rted tweet nd people susceptible cancel culture likely overstep boundaries could read bc u cannot excuse racist transphobic abusive behavior,[],"['’', '', '']"
8359,1286393235863109632,RayHemachandra,16202018,Ray Hemachandra,"From Dela Maria, @ hvppyhands on Instagram, a great personal account to follow for information about #neurodiversity and #autismacceptance: https://t.co/gZl2hVNGjY",2020-07-23T20:10:22.000Z,,2008-09-09T13:32:05.000Z,"Autism and neurodiversity activist, business consultant, author, interviewer, and blogger.","Asheville, North Carolina",0,0,0,616,704,,dela maria hvppyhands instagram great personal account follow information,"['#neurodiversity', '#autismacceptance']","['', '', '', '']"
8367,1286384951097585665,AlbertaMom2,845937919,Nancy McD Kirkpatric,@prairiedale @SAndersonshpk @AdrianaLaGrange This will protect your students that due to neurodiversity and lack of EA’s will be able to go unmasked if necessary.,2020-07-23T19:37:26.000Z,1634581424.0,2012-09-25T17:38:35.000Z,"Advocate for public Education&mental health, co-founder HoldMyHandAB, she/her, Fund supports for all kids to thrive. #LongCovidKids",Edmonton Alberta Canada,0,2,0,1534,817,,protect students due lack ea able go unmasked necessary,[],"['’', '']"
8370,1286382510134505476,mentorafrika,3168303666,Dr. Melissa Sassi 👑🐧🌍,"Talked about my neurodiversity in a video interview w/ @annie_parker for the 1st time publicly. It’ll be launching soon...be on the lookout.

I’m now absolutely terrified &amp; filled w/anxiety. I shared it so others would feel comfortable sharing. 

Now I truly can’t focus at all. https://t.co/r9NOCHUnuS",2020-07-23T19:27:44.000Z,,2015-04-23T06:51:58.000Z,"Chief Penguin * Founder, MentorNations, Skills Hustle * 60 Countries * IEEE Digital Skills Chair * Ex-MSFT * Ex-IBM * #SDGs","Dallas, TX",0,20,0,13045,9160,,talked video interview w st time publicly launching soon lookout absolutely terrified filled w anxiety shared others would feel comfortable sharing truly focus,[],"['', '', '’', '', '', '’', '', '', '', '', '’', '']"
8371,1286382405738287107,VesperRiso,1283659557164679168,Amelia,@Adhdmatter92 Definitely!! Especially if you are making efforts to mask your neurodiversity or it's a new situation you're having to figure out on the fly,2020-07-23T19:27:20.000Z,1.2775421093866086e+18,2020-07-16T07:07:59.000Z,"Formerly @ChaoticADHD. Nonbinary, ADHD-C & chronically ill. I like telling stories & playing TTRPGs. // Owner-operator Vesper Riso // Organizing the #ADHDZine",United States,0,5,0,561,274,,definitely especially making efforts mask new situation youre figure fly,[],"['', '']"
8374,1286379801993867265,MewieKitty,304017384,Mewie the Over-Thinker,"On a list of animals people tend dislike, I actually quite like most of them, and so do other people I know. Is liking unusual animals a neurodiversity thing?
#neurodiversesquad #Neurodiversity",2020-07-23T19:16:59.000Z,,2011-05-23T19:59:06.000Z,"Hi! I'm Mewie. #ActuallyAutistic, #ADHD, engineering student, feminist, nerd, and full-time over-thinker. Writing about neurodiversity and stuff. She/they",Canada,0,1,0,310,152,,list animals people tend dislike actually quite like people know liking unusual animals thing,"['#neurodiversesquad', '#neurodiversity']","['', '', '', '']"
8381,1286551665655664640,AlicetheOT,1087073596919427073,Alice McCarron (she/her),Great article highlighting the experience of navigating the world as an autistic female. As services we need to be more aware of this and how autism in females can often be overlooked due to misdiagnosis #autism #autistic #neurodiversity https://t.co/6930c7P0SW,2020-07-24T06:39:54.000Z,,2019-01-20T19:45:17.000Z,"*NHS Clinical Practice Lead OASIS #suicide #selfharm
*Associate Occupational Therapist with @thriving_autist
*Neurodivergent *Views are my own","North Devon, England",7,2,0,390,781,,great article highlighting experience navigating world autistic female services need aware autism females often overlooked due misdiagnosis,"['#autism', '#autistic', '#neurodiversity']",['']
8392,1286540451219230720,Neurodiversit10,1120958583426945026,Neurodiversity Aware®️,"Congratulations to Julie Kaya of Diamond Light Source on the successful completion of your Neurodiversity Aware training and OCN Level 4 accreditation - Supporting a Neurodiverse Workforce.@DiamondLightSou #leadership  #engineering #neurodiversity #workplace #STEM #HR 
👏🏽👏🏽 👏🏽🥳 https://t.co/eq7jPX2yEi",2020-07-24T05:55:20.000Z,,2019-04-24T07:52:07.000Z,Supporting a Neurodiverse workforce is essential for individual wellbeing & organisational success. Every brain is different.💡 #neurodiversityaware,,1,0,1,630,478,,congratulations julie kaya diamond light source successful completion aware training ocn level accreditation supporting workforce,"['#leadership', '#engineering', '#neurodiversity', '#workplace', '#stem', '#hr']","['', '', '', '👏🏽', '👏🏽', '👏🏽', '🥳']"
8395,1286528438115811328,BhaveshNegandh1,1127109824,Bhavesh Negandhi,"At SAP, Autism is accepted, welcomed and appreciated, Embrace Diversity and Inclusion # https://t.co/9pq354b9H6 https://t.co/qaQfKuGlo3",2020-07-24T05:07:36.000Z,,2013-01-28T05:40:43.000Z,"Recruiting Professional, Proud SAPian, Sports Enthusiasts, Street Food, 50% Child, Devoted to Family and Friends...Make others Smile 😎",Bangalore,0,0,0,182,127,,sap autism accepted welcomed appreciated embrace diversity inclusion,['#'],"['', '', '']"
8398,1286526534694645760,connectjunkie,14901435,Justin Clarke-Salt,You might have some more time on your hands at the moment. So why not catch up on your reading? We've collected our Top 10 blog posts. #9 shares advice to increase neurodiversity at your organization https://t.co/WvwBAD26kB,2020-07-24T05:00:03.000Z,,2008-05-25T19:58:44.000Z,"Author, Security Guy
@connectjunkie@infosec.exchange on Mastodon","London, Greater London, UK",0,0,0,1228,415,,might time hands moment catch reading weve collected top blog posts shares advice increase organization,['#'],"['', '', '', '', '']"
8403,1286520080080109568,autismgadfly,63336824,Jonathan Mitchell,words of wisdom from a #neurodiversity proponent https://t.co/9IPtDgg4SI,2020-07-24T04:34:24.000Z,,2009-08-06T02:12:55.000Z,"Autistic senior citizen crusading against neurodiversity Author of the novel, The Mu Rhythm Bluff available on Amazon https://t.co/JIwDDrJ9HH",los angeles,0,0,0,1440,1147,,words wisdom proponent,['#neurodiversity'],[]
8405,1286519035442548736,autismgadfly,63336824,Jonathan Mitchell,I would think most parents would realize their child had a disability by the time he/she was 4 years old if the kid had autism so no real need to disclose words of wisdom from a #neurodiversity proponent #ndwordsofwisdom https://t.co/9qabiFUZ7G,2020-07-24T04:30:15.000Z,,2009-08-06T02:12:55.000Z,"Autistic senior citizen crusading against neurodiversity Author of the novel, The Mu Rhythm Bluff available on Amazon https://t.co/JIwDDrJ9HH",los angeles,1,4,0,1440,1147,quoted,would think parents would realize child disability time years old kid autism real need disclose words wisdom proponent,"['#neurodiversity', '#ndwordsofwisdom']","['', '']"
8408,1286516909752582146,starbvnni,2748544665,🌙🌸 star 🐰🍑,"op is wrong; here’s the literal creator of the term explaining it. for more in depth explanations, here’s a helpful link: https://t.co/XEwepxacSr

neurodivergent as a term was specifically created to get away from gatekeeping, please don’t use it to gatekeep 💖 https://t.co/16irSFdRQ8 https://t.co/3pSGDVEZhh",2020-07-24T04:21:48.000Z,,2014-08-21T00:02:18.000Z,🍑✨21 • she/they • sfw • MAPs+antis DNI✨🍑 🌸 hi i'm star and i'm dumb baby. i write & do art sometimes! nsfw @gurolapin 🌸,proship/profic 💖,1,0,0,30,102,,op wrong literal creator term explaining depth explanations helpful link term specifically created get away gatekeeping please use gatekeep,[],"['', '’', '', '', '’', '', '', '’', '💖']"
8409,1286510828129095685,kadeewsmedley,819618576013197312,Kadee Wirick Smedley,"We started #LoveOnTheSpectrum last night and I was crying happy tears about five minutes in and just kept having jags throughout. Love is a beautiful thing, neurodiversity is a beautiful thing. I'm glad to find a show that celebrates both.",2020-07-24T03:57:38.000Z,,2017-01-12T18:54:31.000Z,"(she/her/hers) 🏳️‍🌈 Settler, chaplain, mom of four. Head of spiritual care @CovenantHouseBC. Tweets reflect my own views only.",Unceded Coast Salish territory,0,5,0,1191,547,,started last night crying happy tears five minutes kept jags throughout love beautiful thing beautiful thing im glad find show celebrates,['#loveonthespectrum'],"['', '', '', '']"
8426,1286480920359440384,cmackenzies,3184896623,Charlie,"But, yeah, the whole idea of the neurodiversity movement was to NOT pathologise differences in how our brains all operate so saying that certain people can only call themselves ND if they fall into certain diagnostic boxes is.. Weird.",2020-07-24T01:58:47.000Z,,2015-04-19T22:16:50.000Z,"Peer researcher (autism/mh/gbv), writer, & youth worker. Mad, disabled marxist-feminist.",,1,4,0,3158,2111,,yeah whole idea movement pathologise differences brains operate saying certain people call nd fall certain diagnostic boxes weird,[],"['', '', '', '']"
8428,1286479397646667780,jmhvenes,1286100393936773121,Jmhvenes,"Aspergers Syndrome is not a mental health disorder. It’s a #neurodevelopmental disorder, which you are born with. #Neurodiversity",2020-07-24T01:52:44.000Z,1.286100393936773e+18,2020-07-23T00:46:53.000Z,Tweet because journalists are too lazy to conduct research on autism and bipolar disorder. It’s not hard; https://t.co/Y9sIIetxUd https://t.co/Nax7wEXi6S,,0,0,0,1,2,,aspergers syndrome mental health disorder disorder born,"['#neurodevelopmental', '#neurodiversity']","['', '’', '', '']"
